shs,hsg,scl,clg,adv,PEXP,PEXP2,PEXP3,PEXP4,PEXP5,PEXP6,PEXP7,PEXP8,PEXP9,MALE,NE,MW,SO,WE,wage,lwage
0,1,0,0,0,3,0.09,0.027,0.0081,0.00243,0.000729,0.0002187,6.561e-05,1.9683e-05,1,1,1,0,0,7.5,2.01490302054226
0,1,0,0,0,17,2.89,4.913,8.3521,14.19857,24.137569,41.0338673,69.75757441,118.587876497,1,1,1,0,0,14.5,2.67414864942653
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,10,2.30258509299405
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,7.5,2.01490302054226
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,7.25,1.98100146886658
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,12,2.484906649788
0,1,0,0,0,15,2.25,3.375,5.0625,7.59375,11.390625,17.0859375,25.62890625,38.443359375,1,1,1,0,0,14.5,2.67414864942653
0,1,0,0,0,6,0.36,0.216,0.1296,0.07776,0.046656,0.0279936,0.01679616,0.010077696,1,1,1,0,0,16,2.77258872223978
0,0,0,1,0,3,0.09,0.027,0.0081,0.00243,0.000729,0.0002187,6.561e-05,1.9683e-05,0,1,1,0,0,24.46,3.19703913025903
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8.1,2.09186406167839
0,1,0,0,0,8,0.64,0.512,0.4096,0.32768,0.262144,0.2097152,0.16777216,0.134217728,1,1,1,0,0,15,2.70805020110221
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,8,2.07944154167984
0,0,1,0,0,1,0.01,0.001,1e-04,1e-05,1e-06,1e-07,1e-08,1e-09,1,1,1,0,0,10,2.30258509299405
0,1,0,0,0,5,0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.00390625,0.001953125,1,1,1,0,0,15.99,2.77196352684586
0,1,0,0,0,4,0.16,0.064,0.0256,0.01024,0.004096,0.0016384,0.00065536,0.000262144,1,1,1,0,0,8.5,2.14006616349627
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,10,2.30258509299405
1,0,0,0,0,30,9,27,81,243,729,2187,6561,19683,1,0,0,0,1,15,2.70805020110221
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2.07944154167984
0,0,1,0,0,21,4.41,9.261,19.4481,40.84101,85.766121,180.1088541,378.22859361,794.280046581,1,0,0,0,1,19.95,2.99322914333587
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.1,2.09186406167839
0,1,0,0,0,2,0.04,0.008,0.0016,0.00032,6.4e-05,1.28e-05,2.56e-06,5.12e-07,0,0,0,0,1,9.84,2.28645571106416
0,0,0,1,0,1,0.01,0.001,1e-04,1e-05,1e-06,1e-07,1e-08,1e-09,0,0,0,0,1,16.25,2.78809290877575
0,0,0,1,0,5,0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.00390625,0.001953125,0,0,0,0,1,15.75,2.75684036527164
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2.19722457733622
0,1,0,0,0,2,0.04,0.008,0.0016,0.00032,6.4e-05,1.28e-05,2.56e-06,5.12e-07,0,0,0,0,1,8,2.07944154167984
0,1,0,0,0,3,0.09,0.027,0.0081,0.00243,0.000729,0.0002187,6.561e-05,1.9683e-05,0,0,0,0,1,14.02,2.64048488160644
0,1,0,0,0,6,0.36,0.216,0.1296,0.07776,0.046656,0.0279936,0.01679616,0.010077696,0,0,0,0,1,15,2.70805020110221
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.25,1.98100146886658
0,0,0,1,0,2,0.04,0.008,0.0016,0.00032,6.4e-05,1.28e-05,2.56e-06,5.12e-07,0,0,0,0,1,27,3.29583686600433
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,2.30258509299405
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2.70805020110221
0,0,0,1,0,31,9.61,29.791,92.3521,286.29151,887.503681,2751.2614111,8528.91037441,26439.622160671,0,0,0,0,1,11.5,2.4423470353692
0,1,0,0,0,3,0.09,0.027,0.0081,0.00243,0.000729,0.0002187,6.561e-05,1.9683e-05,1,0,0,0,1,14,2.63905732961526
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,2.19722457733622
0,0,1,0,0,1,0.01,0.001,1e-04,1e-05,1e-06,1e-07,1e-08,1e-09,1,0,0,0,1,13.2,2.58021682959233
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2.19722457733622
0,0,0,1,0,10,1,1,1,1,1,1,1,1,1,0,0,0,1,40,3.68887945411394
0,0,0,1,0,1,0.01,0.001,1e-04,1e-05,1e-06,1e-07,1e-08,1e-09,0,0,0,0,1,16.25,2.78809290877575
0,0,1,0,0,8,0.64,0.512,0.4096,0.32768,0.262144,0.2097152,0.16777216,0.134217728,1,0,0,0,1,30,3.40119738166216
0,1,0,0,0,8,0.64,0.512,0.4096,0.32768,0.262144,0.2097152,0.16777216,0.134217728,0,0,0,0,1,14.5,2.67414864942653
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,2.30258509299405
0,1,0,0,0,4,0.16,0.064,0.0256,0.01024,0.004096,0.0016384,0.00065536,0.000262144,0,0,0,0,1,9,2.19722457733622
0,1,0,0,0,26,6.76,17.576,45.6976,118.81376,308.915776,803.1810176,2088.27064576,5429.503678976,0,0,0,0,1,11,2.39789527279837
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,2.07944154167984
0,0,0,1,0,27,7.29,19.683,53.1441,143.48907,387.420489,1046.0353203,2824.29536481,7625.597484987,0,0,0,0,1,13.12,2.57413778351594
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.5,2.14006616349627
0,1,0,0,0,6,0.36,0.216,0.1296,0.07776,0.046656,0.0279936,0.01679616,0.010077696,1,0,0,0,1,20,2.99573227355399
0,0,1,0,0,4,0.16,0.064,0.0256,0.01024,0.004096,0.0016384,0.00065536,0.000262144,1,0,0,0,1,23,3.13549421592915
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.5,2.14006616349627
0,1,0,0,0,16,2.56,4.096,6.5536,10.48576,16.777216,26.8435456,42.94967296,68.719476736,1,0,0,0,1,9,2.19722457733622
0,1,0,0,0,1,0.01,0.001,1e-04,1e-05,1e-06,1e-07,1e-08,1e-09,0,0,0,0,1,12,2.484906649788
0,1,0,0,0,2,0.04,0.008,0.0016,0.00032,6.4e-05,1.28e-05,2.56e-06,5.12e-07,1,0,0,0,1,19,2.94443897916644
0,1,0,0,0,15,2.25,3.375,5.0625,7.59375,11.390625,17.0859375,25.62890625,38.443359375,1,0,0,1,0,10.4,2.34180580614733
0,1,0,0,0,28,7.84,21.952,61.4656,172.10368,481.890304,1349.2928512,3778.01998336,10578.455953408,1,0,0,1,0,15,2.70805020110221
0,0,1,0,0,18,3.24,5.832,10.4976,18.89568,34.012224,61.2220032,110.19960576,198.359290368,1,0,0,1,0,12.95,2.56109578814555
0,1,0,0,0,2,0.04,0.008,0.0016,0.00032,6.4e-05,1.28e-05,2.56e-06,5.12e-07,0,0,0,1,0,14.75,2.69124308278583
1,0,0,0,0,7,0.49,0.343,0.2401,0.16807,0.117649,0.0823543,0.05764801,0.040353607,1,0,0,1,0,13,2.56494935746154
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.5,2.14006616349627
1,0,0,0,0,15,2.25,3.375,5.0625,7.59375,11.390625,17.0859375,25.62890625,38.443359375,0,0,0,1,0,7.5,2.01490302054226
1,0,0,0,0,17,2.89,4.913,8.3521,14.19857,24.137569,41.0338673,69.75757441,118.587876497,1,0,0,1,0,14.03,2.64119789411437
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,2.30258509299405
1,0,0,0,0,27,7.29,19.683,53.1441,143.48907,387.420489,1046.0353203,2824.29536481,7625.597484987,0,0,0,1,0,12,2.484906649788
0,1,0,0,0,3,0.09,0.027,0.0081,0.00243,0.000729,0.0002187,6.561e-05,1.9683e-05,0,0,0,1,0,13,2.56494935746154
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2.19722457733622
0,0,0,1,0,18,3.24,5.832,10.4976,18.89568,34.012224,61.2220032,110.19960576,198.359290368,1,0,0,1,0,26,3.25809653802148
0,0,1,0,0,19,3.61,6.859,13.0321,24.76099,47.045881,89.3871739,169.83563041,322.687697779,1,0,0,1,0,25.36,3.23317312956903
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11.73,2.46214966266538
0,0,1,0,0,5,0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.00390625,0.001953125,0,0,0,1,0,7,1.94591014905531
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.5,2.14006616349627
0,1,0,0,0,6,0.36,0.216,0.1296,0.07776,0.046656,0.0279936,0.01679616,0.010077696,0,0,0,1,0,15,2.70805020110221
0,0,1,0,0,13,1.69,2.197,2.8561,3.71293,4.826809,6.2748517,8.15730721,10.604499373,0,0,0,0,1,21,3.04452243772342
0,0,1,0,0,17,2.89,4.913,8.3521,14.19857,24.137569,41.0338673,69.75757441,118.587876497,1,0,0,0,1,15,2.70805020110221
0,0,0,1,0,1,0.01,0.001,1e-04,1e-05,1e-06,1e-07,1e-08,1e-09,0,0,0,0,1,12,2.484906649788
0,1,0,0,0,6,0.36,0.216,0.1296,0.07776,0.046656,0.0279936,0.01679616,0.010077696,1,0,0,0,1,14,2.63905732961526
0,1,0,0,0,10,1,1,1,1,1,1,1,1,1,0,0,0,1,12,2.484906649788
0,1,0,0,0,5,0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.00390625,0.001953125,1,0,0,0,1,22,3.09104245335832
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.25,2.11021320034659
0,0,1,0,0,10,1,1,1,1,1,1,1,1,1,0,0,0,1,13,2.56494935746154
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,2.30258509299405
0,1,0,0,0,1,0.01,0.001,1e-04,1e-05,1e-06,1e-07,1e-08,1e-09,1,0,0,0,1,12,2.484906649788
0,1,0,0,0,2,0.04,0.008,0.0016,0.00032,6.4e-05,1.28e-05,2.56e-06,5.12e-07,1,0,0,0,1,14,2.63905732961526
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.75,2.04769284336526
0,1,0,0,0,1,0.01,0.001,1e-04,1e-05,1e-06,1e-07,1e-08,1e-09,1,0,0,0,1,14,2.63905732961526
0,1,0,0,0,12,1.44,1.728,2.0736,2.48832,2.985984,3.5831808,4.29981696,5.159780352,1,0,0,0,1,24,3.17805383034795
0,0,1,0,0,6,0.36,0.216,0.1296,0.07776,0.046656,0.0279936,0.01679616,0.010077696,1,0,0,0,1,30,3.40119738166216
0,1,0,0,0,33,10.89,35.937,118.5921,391.35393,1291.467969,4261.8442977,14064.08618241,46411.484401953,1,0,0,0,1,9.5,2.2512917986065
1,0,0,0,0,33,10.89,35.937,118.5921,391.35393,1291.467969,4261.8442977,14064.08618241,46411.484401953,1,0,0,0,1,22.5,3.11351530921037
0,1,0,0,0,6,0.36,0.216,0.1296,0.07776,0.046656,0.0279936,0.01679616,0.010077696,0,0,0,0,1,11,2.39789527279837
0,0,0,1,0,7,0.49,0.343,0.2401,0.16807,0.117649,0.0823543,0.05764801,0.040353607,0,0,0,0,1,15.75,2.75684036527164
0,0,1,0,0,13,1.69,2.197,2.8561,3.71293,4.826809,6.2748517,8.15730721,10.604499373,0,0,0,0,1,20.99,3.04404613383254
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,2.70805020110221
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2.30258509299405
0,0,1,0,0,19,3.61,6.859,13.0321,24.76099,47.045881,89.3871739,169.83563041,322.687697779,0,0,0,0,1,18.3,2.90690105984738
1,0,0,0,0,13,1.69,2.197,2.8561,3.71293,4.826809,6.2748517,8.15730721,10.604499373,1,0,0,0,1,12,2.484906649788
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,2.30258509299405
0,0,1,0,0,3,0.09,0.027,0.0081,0.00243,0.000729,0.0002187,6.561e-05,1.9683e-05,0,0,0,0,1,10.25,2.32727770558442
0,1,0,0,0,18,3.24,5.832,10.4976,18.89568,34.012224,61.2220032,110.19960576,198.359290368,0,0,0,0,1,14.37,2.66514270009093
0,1,0,0,0,9,0.81,0.729,0.6561,0.59049,0.531441,0.4782969,0.43046721,0.387420489,0,0,0,0,1,19.67,2.97909463240097
0,1,0,0,0,14,1.96,2.744,3.8416,5.37824,7.529536,10.5413504,14.75789056,20.661046784,1,0,0,0,1,22,3.09104245335832
0,1,0,0,0,14,1.96,2.744,3.8416,5.37824,7.529536,10.5413504,14.75789056,20.661046784,1,0,0,0,1,12,2.484906649788
0,1,0,0,0,1,0.01,0.001,1e-04,1e-05,1e-06,1e-07,1e-08,1e-09,1,0,0,0,1,12.5,2.52572864430826
1,0,0,0,0,7,0.49,0.343,0.2401,0.16807,0.117649,0.0823543,0.05764801,0.040353607,0,0,0,0,1,8,2.07944154167984
0,0,0,0,1,31,9.61,29.791,92.3521,286.29151,887.503681,2751.2614111,8528.91037441,26439.622160671,0,0,0,0,1,9,2.19722457733622
0,0,1,0,0,2,0.04,0.008,0.0016,0.00032,6.4e-05,1.28e-05,2.56e-06,5.12e-07,1,0,0,0,1,11.5,2.4423470353692
0,1,0,0,0,9,0.81,0.729,0.6561,0.59049,0.531441,0.4782969,0.43046721,0.387420489,1,0,0,0,1,9.75,2.27726728500976
0,1,0,0,0,50,25,125,625,3125,15625,78125,390625,1953125,1,0,0,0,1,22.5,3.11351530921037
0,0,1,0,0,2,0.04,0.008,0.0016,0.00032,6.4e-05,1.28e-05,2.56e-06,5.12e-07,1,0,0,0,1,12,2.484906649788
0,0,1,0,0,7,0.49,0.343,0.2401,0.16807,0.117649,0.0823543,0.05764801,0.040353607,1,0,0,0,1,15,2.70805020110221
0,1,0,0,0,16,2.56,4.096,6.5536,10.48576,16.777216,26.8435456,42.94967296,68.719476736,1,0,0,0,1,14,2.63905732961526
0,1,0,0,0,8,0.64,0.512,0.4096,0.32768,0.262144,0.2097152,0.16777216,0.134217728,0,0,0,0,1,16,2.77258872223978
0,1,0,0,0,6,0.36,0.216,0.1296,0.07776,0.046656,0.0279936,0.01679616,0.010077696,1,0,0,0,1,41.21,3.71868094535073
0,1,0,0,0,17,2.89,4.913,8.3521,14.19857,24.137569,41.0338673,69.75757441,118.587876497,1,0,0,0,1,25,3.2188758248682
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,2.30258509299405
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2.39789527279837
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.3,0.832909122935104
1,0,0,0,0,28,7.84,21.952,61.4656,172.10368,481.890304,1349.2928512,3778.01998336,10578.455953408,0,0,0,0,1,7.6,2.02814824729229
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.1,2.09186406167839
1,0,0,0,0,3,0.09,0.027,0.0081,0.00243,0.000729,0.0002187,6.561e-05,1.9683e-05,1,0,0,0,1,10.25,2.32727770558442
0,1,0,0,0,6,0.36,0.216,0.1296,0.07776,0.046656,0.0279936,0.01679616,0.010077696,1,0,0,0,1,15,2.70805020110221
0,1,0,0,0,4,0.16,0.064,0.0256,0.01024,0.004096,0.0016384,0.00065536,0.000262144,0,0,0,0,1,17.11,2.8396630879041
0,1,0,0,0,7,0.49,0.343,0.2401,0.16807,0.117649,0.0823543,0.05764801,0.040353607,0,0,0,0,1,9,2.19722457733622
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,2.07944154167984
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,2.07944154167984
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,2.07944154167984
0,0,1,0,0,1,0.01,0.001,1e-04,1e-05,1e-06,1e-07,1e-08,1e-09,1,0,0,0,0,14,2.63905732961526
0,1,0,0,0,1,0.01,0.001,1e-04,1e-05,1e-06,1e-07,1e-08,1e-09,1,0,0,0,0,8.9,2.18605127673809
0,0,1,0,0,1,0.01,0.001,1e-04,1e-05,1e-06,1e-07,1e-08,1e-09,1,0,0,0,0,11,2.39789527279837
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.07944154167984
0,0,0,1,0,4,0.16,0.064,0.0256,0.01024,0.004096,0.0016384,0.00065536,0.000262144,1,0,0,0,0,15,2.70805020110221
0,1,0,0,0,15,2.25,3.375,5.0625,7.59375,11.390625,17.0859375,25.62890625,38.443359375,0,0,0,0,0,9.09,2.20717490818939
0,0,1,0,0,7,0.49,0.343,0.2401,0.16807,0.117649,0.0823543,0.05764801,0.040353607,1,0,0,0,0,11.11,2.40784560365154
0,0,1,0,0,5,0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.00390625,0.001953125,1,0,0,0,0,10.1,2.31253542384721
0,0,0,0,1,8,0.64,0.512,0.4096,0.32768,0.262144,0.2097152,0.16777216,0.134217728,0,0,0,0,0,15,2.70805020110221
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,2.63905732961526
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,1.98100146886658
0,0,1,0,0,25,6.25,15.625,39.0625,97.65625,244.140625,610.3515625,1525.87890625,3814.697265625,0,0,0,0,0,11.25,2.42036812865043
0,0,1,0,0,10,1,1,1,1,1,1,1,1,1,0,0,0,0,16.85,2.82435065679837
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.07944154167984
0,0,1,0,0,25,6.25,15.625,39.0625,97.65625,244.140625,610.3515625,1525.87890625,3814.697265625,0,0,0,0,0,16.11,2.77944019718888
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.30258509299405
0,0,1,0,0,7,0.49,0.343,0.2401,0.16807,0.117649,0.0823543,0.05764801,0.040353607,1,0,0,0,0,16,2.77258872223978
0,1,0,0,0,3,0.09,0.027,0.0081,0.00243,0.000729,0.0002187,6.561e-05,1.9683e-05,1,0,0,0,0,17.5,2.86220088092947
0,0,1,0,0,15,2.25,3.375,5.0625,7.59375,11.390625,17.0859375,25.62890625,38.443359375,1,0,0,0,0,9,2.19722457733622
0,0,0,0,1,7,0.49,0.343,0.2401,0.16807,0.117649,0.0823543,0.05764801,0.040353607,0,0,0,0,0,12.3,2.50959926237837
0,0,0,1,0,6,0.36,0.216,0.1296,0.07776,0.046656,0.0279936,0.01679616,0.010077696,0,0,0,0,0,30,3.40119738166216
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,2.19722457733622
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2.19722457733622
0,0,1,0,0,1,0.01,0.001,1e-04,1e-05,1e-06,1e-07,1e-08,1e-09,0,0,0,0,1,9.25,2.22462355152433
0,0,0,1,0,3,0.09,0.027,0.0081,0.00243,0.000729,0.0002187,6.561e-05,1.9683e-05,1,0,0,0,1,15,2.70805020110221
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2.19722457733622
0,1,0,0,0,28,7.84,21.952,61.4656,172.10368,481.890304,1349.2928512,3778.01998336,10578.455953408,1,0,0,0,1,18,2.89037175789616
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2.19722457733622
0,0,1,0,0,2,0.04,0.008,0.0016,0.00032,6.4e-05,1.28e-05,2.56e-06,5.12e-07,1,0,0,0,1,12.5,2.52572864430826
0,0,0,1,0,30,9,27,81,243,729,2187,6561,19683,0,0,0,0,1,15,2.70805020110221
0,0,1,0,0,47,22.09,103.823,487.9681,2293.45007,10779.215329,50662.3120463,238112.86661761,1119130.47310277,1,0,0,0,1,20,2.99573227355399
0,1,0,0,0,6,0.36,0.216,0.1296,0.07776,0.046656,0.0279936,0.01679616,0.010077696,0,0,0,0,1,9,2.19722457733622
0,0,0,1,0,1,0.01,0.001,1e-04,1e-05,1e-06,1e-07,1e-08,1e-09,0,0,0,0,1,13,2.56494935746154
0,1,0,0,0,5,0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.00390625,0.001953125,1,0,0,0,1,9,2.19722457733622
0,0,1,0,0,3,0.09,0.027,0.0081,0.00243,0.000729,0.0002187,6.561e-05,1.9683e-05,0,0,0,0,1,9,2.19722457733622
0,0,1,0,0,6,0.36,0.216,0.1296,0.07776,0.046656,0.0279936,0.01679616,0.010077696,1,0,0,0,1,10.5,2.35137525716348
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,2.70805020110221
0,1,0,0,0,28,7.84,21.952,61.4656,172.10368,481.890304,1349.2928512,3778.01998336,10578.455953408,0,0,0,0,1,12.51,2.52652832447882
0,1,0,0,0,1,0.01,0.001,1e-04,1e-05,1e-06,1e-07,1e-08,1e-09,0,0,0,0,1,9,2.19722457733622
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.5,2.14006616349627
0,0,1,0,0,2,0.04,0.008,0.0016,0.00032,6.4e-05,1.28e-05,2.56e-06,5.12e-07,1,0,0,0,1,12,2.484906649788
1,0,0,0,0,48,23.04,110.592,530.8416,2548.03968,12230.590464,58706.8342272,281792.80429056,1352605.46059469,1,0,0,0,1,9,2.19722457733622
0,0,1,0,0,45,20.25,91.125,410.0625,1845.28125,8303.765625,37366.9453125,168151.25390625,756680.642578125,0,0,0,0,1,15,2.70805020110221
0,0,0,1,0,23,5.29,12.167,27.9841,64.36343,148.035889,340.4825447,783.10985281,1801.152661463,1,0,0,0,1,9,2.19722457733622
0,0,0,0,1,35,12.25,42.875,150.0625,525.21875,1838.265625,6433.9296875,22518.75390625,78815.638671875,0,0,0,0,1,60,4.0943445622221
0,0,1,0,0,2,0.04,0.008,0.0016,0.00032,6.4e-05,1.28e-05,2.56e-06,5.12e-07,0,0,0,0,1,16,2.77258872223978
0,0,0,1,0,38,14.44,54.872,208.5136,792.35168,3010.936384,11441.5582592,43477.92138496,165216.101262848,1,0,0,0,1,27,3.29583686600433
0,0,1,0,0,1,0.01,0.001,1e-04,1e-05,1e-06,1e-07,1e-08,1e-09,0,0,0,0,1,10,2.30258509299405
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2.19722457733622
0,0,1,0,0,11,1.21,1.331,1.4641,1.61051,1.771561,1.9487171,2.14358881,2.357947691,0,0,0,0,1,20.55,3.02286094094224
1,0,0,0,0,43,18.49,79.507,341.8801,1470.08443,6321.363049,27181.8611107,116882.00277601,502592.611936843,1,0,0,0,1,9,2.19722457733622
0,1,0,0,0,11,1.21,1.331,1.4641,1.61051,1.771561,1.9487171,2.14358881,2.357947691,0,0,0,0,1,31.4,3.44680789291421
0,0,0,1,0,4,0.16,0.064,0.0256,0.01024,0.004096,0.0016384,0.00065536,0.000262144,1,0,0,0,1,14.3,2.66025953726586
0,1,0,0,0,6,0.36,0.216,0.1296,0.07776,0.046656,0.0279936,0.01679616,0.010077696,1,0,0,0,1,12,2.484906649788
0,1,0,0,0,8,0.64,0.512,0.4096,0.32768,0.262144,0.2097152,0.16777216,0.134217728,0,0,0,0,1,9.37,2.23751309625033
0,1,0,0,0,13,1.69,2.197,2.8561,3.71293,4.826809,6.2748517,8.15730721,10.604499373,1,0,0,0,1,18,2.89037175789616
0,1,0,0,0,8,0.64,0.512,0.4096,0.32768,0.262144,0.2097152,0.16777216,0.134217728,0,0,0,0,1,13,2.56494935746154
0,0,0,0,1,15,2.25,3.375,5.0625,7.59375,11.390625,17.0859375,25.62890625,38.443359375,0,0,0,0,1,8,2.07944154167984
0,0,1,0,0,3,0.09,0.027,0.0081,0.00243,0.000729,0.0002187,6.561e-05,1.9683e-05,1,0,0,0,1,9,2.19722457733622
1,0,0,0,0,31,9.61,29.791,92.3521,286.29151,887.503681,2751.2614111,8528.91037441,26439.622160671,0,0,0,0,1,9,2.19722457733622
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.75,2.16905370036952
0,1,0,0,0,3,0.09,0.027,0.0081,0.00243,0.000729,0.0002187,6.561e-05,1.9683e-05,1,0,0,0,1,8.75,2.16905370036952
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,2.30258509299405
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,2.30258509299405
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,30,3.40119738166216
1,0,0,0,0,29,8.41,24.389,70.7281,205.11149,594.823321,1724.9876309,5002.46412961,14507.145975869,1,0,0,0,1,8.48,2.13771044980381
0,1,0,0,0,18,3.24,5.832,10.4976,18.89568,34.012224,61.2220032,110.19960576,198.359290368,0,0,0,0,1,13.94,2.63476240533238
1,0,0,0,0,25,6.25,15.625,39.0625,97.65625,244.140625,610.3515625,1525.87890625,3814.697265625,1,0,0,0,1,9,2.19722457733622
0,0,1,0,0,12,1.44,1.728,2.0736,2.48832,2.985984,3.5831808,4.29981696,5.159780352,0,0,0,0,1,11,2.39789527279837
1,0,0,0,0,5,0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.00390625,0.001953125,0,0,0,0,1,10,2.30258509299405
0,1,0,0,0,18,3.24,5.832,10.4976,18.89568,34.012224,61.2220032,110.19960576,198.359290368,1,0,0,0,1,45,3.80666248977032
0,1,0,0,0,3,0.09,0.027,0.0081,0.00243,0.000729,0.0002187,6.561e-05,1.9683e-05,0,0,0,0,1,13,2.56494935746154
0,0,0,0,1,38,14.44,54.872,208.5136,792.35168,3010.936384,11441.5582592,43477.92138496,165216.101262848,0,0,0,0,1,25,3.2188758248682
0,1,0,0,0,34,11.56,39.304,133.6336,454.35424,1544.804416,5252.3350144,17857.93904896,60716.992766464,1,0,0,0,1,26,3.25809653802148
0,0,0,1,0,1,0.01,0.001,1e-04,1e-05,1e-06,1e-07,1e-08,1e-09,0,0,0,0,1,8,2.07944154167984
0,1,0,0,0,27,7.29,19.683,53.1441,143.48907,387.420489,1046.0353203,2824.29536481,7625.597484987,0,0,0,0,1,11,2.39789527279837
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,2.30258509299405
1,0,0,0,0,18,3.24,5.832,10.4976,18.89568,34.012224,61.2220032,110.19960576,198.359290368,1,0,0,0,1,21,3.04452243772342
0,0,0,0,1,2,0.04,0.008,0.0016,0.00032,6.4e-05,1.28e-05,2.56e-06,5.12e-07,0,0,0,0,1,18.75,2.93119375241642
1,0,0,0,0,2,0.04,0.008,0.0016,0.00032,6.4e-05,1.28e-05,2.56e-06,5.12e-07,0,0,0,0,1,10,2.30258509299405
1,0,0,0,0,27,7.29,19.683,53.1441,143.48907,387.420489,1046.0353203,2824.29536481,7625.597484987,1,0,0,0,1,8.48,2.13771044980381
1,0,0,0,0,8,0.64,0.512,0.4096,0.32768,0.262144,0.2097152,0.16777216,0.134217728,1,0,0,0,1,18,2.89037175789616
0,1,0,0,0,33,10.89,35.937,118.5921,391.35393,1291.467969,4261.8442977,14064.08618241,46411.484401953,1,0,0,0,1,20,2.99573227355399
